similarity,combination
6,['jug.sol', 'dai.sol', 'dai.t.sol']
4,['jug.sol', 'fork.t.sol', 'flap.t.sol']
2,['jug.sol', 'fork.t.sol', 'vat.t.sol']
5,['jug.sol', 'fork.t.sol', 'lib.sol']
3,['jug.sol', 'fork.t.sol', 'jug.t.sol']
5,['jug.sol', 'fork.t.sol', 'flap.sol']
3,['jug.sol', 'fork.t.sol', 'end.sol']
3,['jug.sol', 'fork.t.sol', 'dai.t.sol']
2,['jug.sol', 'flap.t.sol', 'vat.t.sol']
5,['jug.sol', 'flap.t.sol', 'lib.sol']
4,['jug.sol', 'flap.t.sol', 'jug.t.sol']
5,['jug.sol', 'flap.t.sol', 'flap.sol']
3,['jug.sol', 'flap.t.sol', 'end.sol']
3,['jug.sol', 'flap.t.sol', 'dai.t.sol']
3,['jug.sol', 'vat.t.sol', 'lib.sol']
2,['jug.sol', 'vat.t.sol', 'jug.t.sol']
3,['jug.sol', 'vat.t.sol', 'flap.sol']
3,['jug.sol', 'vat.t.sol', 'end.sol']
2,['jug.sol', 'vat.t.sol', 'dai.t.sol']
2,['jug.sol', 'lib.sol', 'jug.t.sol']
5,['jug.sol', 'lib.sol', 'flap.sol']
3,['jug.sol', 'lib.sol', 'end.sol']
3,['jug.sol', 'lib.sol', 'dai.t.sol']
3,['jug.sol', 'jug.t.sol', 'flap.sol']
3,['jug.sol', 'jug.t.sol', 'end.sol']
3,['jug.sol', 'jug.t.sol', 'dai.t.sol']
2,['jug.sol', 'flap.sol', 'end.sol']
4,['jug.sol', 'flap.sol', 'dai.t.sol']
3,['jug.sol', 'end.sol', 'dai.t.sol']
8,['cat.sol', 'dai.sol', 'fork.t.sol']
15,['cat.sol', 'dai.sol', 'flap.t.sol']
4,['cat.sol', 'dai.sol', 'vat.t.sol']
10,['cat.sol', 'dai.sol', 'lib.sol']
4,['cat.sol', 'dai.sol', 'jug.t.sol']
15,['cat.sol', 'dai.sol', 'flap.sol']
5,['cat.sol', 'dai.sol', 'end.sol']
6,['cat.sol', 'dai.sol', 'dai.t.sol']
5,['cat.sol', 'fork.t.sol', 'flap.t.sol']
3,['cat.sol', 'fork.t.sol', 'vat.t.sol']
6,['cat.sol', 'fork.t.sol', 'lib.sol']
3,['cat.sol', 'fork.t.sol', 'jug.t.sol']
4,['cat.sol', 'fork.t.sol', 'flap.sol']
3,['cat.sol', 'fork.t.sol', 'end.sol']
3,['cat.sol', 'fork.t.sol', 'dai.t.sol']
2,['cat.sol', 'flap.t.sol', 'vat.t.sol']
3,['cat.sol', 'flap.t.sol', 'lib.sol']
3,['cat.sol', 'flap.t.sol', 'jug.t.sol']
5,['cat.sol', 'flap.t.sol', 'flap.sol']
3,['cat.sol', 'flap.t.sol', 'end.sol']
3,['cat.sol', 'flap.t.sol', 'dai.t.sol']
3,['cat.sol', 'vat.t.sol', 'lib.sol']
3,['cat.sol', 'vat.t.sol', 'jug.t.sol']
3,['cat.sol', 'vat.t.sol', 'flap.sol']
3,['cat.sol', 'vat.t.sol', 'end.sol']
2,['cat.sol', 'vat.t.sol', 'dai.t.sol']
1,['cat.sol', 'lib.sol', 'jug.t.sol']
4,['cat.sol', 'lib.sol', 'flap.sol']
4,['cat.sol', 'lib.sol', 'end.sol']
3,['cat.sol', 'lib.sol', 'dai.t.sol']
3,['cat.sol', 'jug.t.sol', 'flap.sol']
1,['cat.sol', 'jug.t.sol', 'end.sol']
2,['cat.sol', 'jug.t.sol', 'dai.t.sol']
2,['cat.sol', 'flap.sol', 'end.sol']
4,['cat.sol', 'flap.sol', 'dai.t.sol']
3,['cat.sol', 'end.sol', 'dai.t.sol']
10,['dai.sol', 'fork.t.sol', 'flap.t.sol']
4,['dai.sol', 'fork.t.sol', 'vat.t.sol']
24,['dai.sol', 'fork.t.sol', 'lib.sol']
5,['dai.sol', 'fork.t.sol', 'jug.t.sol']
9,['dai.sol', 'fork.t.sol', 'flap.sol']
5,['dai.sol', 'fork.t.sol', 'end.sol']
7,['dai.sol', 'fork.t.sol', 'dai.t.sol']
4,['dai.sol', 'flap.t.sol', 'vat.t.sol']
24,['dai.sol', 'flap.t.sol', 'lib.sol']
5,['dai.sol', 'flap.t.sol', 'jug.t.sol']
13,['dai.sol', 'flap.t.sol', 'flap.sol']
9,['dai.sol', 'flap.t.sol', 'end.sol']
13,['dai.sol', 'flap.t.sol', 'dai.t.sol']
5,['dai.sol', 'vat.t.sol', 'lib.sol']
3,['dai.sol', 'vat.t.sol', 'jug.t.sol']
3,['dai.sol', 'vat.t.sol', 'flap.sol']
3,['dai.sol', 'vat.t.sol', 'end.sol']
3,['dai.sol', 'vat.t.sol', 'dai.t.sol']
5,['dai.sol', 'lib.sol', 'jug.t.sol']
20,['dai.sol', 'lib.sol', 'flap.sol']
6,['dai.sol', 'lib.sol', 'end.sol']
7,['dai.sol', 'lib.sol', 'dai.t.sol']
5,['dai.sol', 'jug.t.sol', 'flap.sol']
3,['dai.sol', 'jug.t.sol', 'end.sol']
3,['dai.sol', 'jug.t.sol', 'dai.t.sol']
6,['dai.sol', 'flap.sol', 'end.sol']
10,['dai.sol', 'flap.sol', 'dai.t.sol']
5,['dai.sol', 'end.sol', 'dai.t.sol']
2,['fork.t.sol', 'flap.t.sol', 'vat.t.sol']
4,['fork.t.sol', 'flap.t.sol', 'lib.sol']
4,['fork.t.sol', 'flap.t.sol', 'jug.t.sol']
5,['fork.t.sol', 'flap.t.sol', 'flap.sol']
4,['fork.t.sol', 'flap.t.sol', 'end.sol']
4,['fork.t.sol', 'flap.t.sol', 'dai.t.sol']
3,['fork.t.sol', 'vat.t.sol', 'lib.sol']
2,['fork.t.sol', 'vat.t.sol', 'jug.t.sol']
3,['fork.t.sol', 'vat.t.sol', 'flap.sol']
3,['fork.t.sol', 'vat.t.sol', 'end.sol']
2,['fork.t.sol', 'vat.t.sol', 'dai.t.sol']
4,['fork.t.sol', 'lib.sol', 'jug.t.sol']
6,['fork.t.sol', 'lib.sol', 'flap.sol']
4,['fork.t.sol', 'lib.sol', 'end.sol']
3,['fork.t.sol', 'lib.sol', 'dai.t.sol']
5,['fork.t.sol', 'jug.t.sol', 'flap.sol']
3,['fork.t.sol', 'jug.t.sol', 'end.sol']
3,['fork.t.sol', 'jug.t.sol', 'dai.t.sol']
4,['fork.t.sol', 'flap.sol', 'end.sol']
5,['fork.t.sol', 'flap.sol', 'dai.t.sol']
3,['fork.t.sol', 'end.sol', 'dai.t.sol']
3,['flap.t.sol', 'vat.t.sol', 'lib.sol']
2,['flap.t.sol', 'vat.t.sol', 'jug.t.sol']
3,['flap.t.sol', 'vat.t.sol', 'flap.sol']
3,['flap.t.sol', 'vat.t.sol', 'end.sol']
2,['flap.t.sol', 'vat.t.sol', 'dai.t.sol']
3,['flap.t.sol', 'lib.sol', 'jug.t.sol']
6,['flap.t.sol', 'lib.sol', 'flap.sol']
3,['flap.t.sol', 'lib.sol', 'end.sol']
3,['flap.t.sol', 'lib.sol', 'dai.t.sol']
5,['flap.t.sol', 'jug.t.sol', 'flap.sol']
2,['flap.t.sol', 'jug.t.sol', 'end.sol']
3,['flap.t.sol', 'jug.t.sol', 'dai.t.sol']
4,['flap.t.sol', 'flap.sol', 'end.sol']
7,['flap.t.sol', 'flap.sol', 'dai.t.sol']
3,['flap.t.sol', 'end.sol', 'dai.t.sol']
3,['vat.t.sol', 'lib.sol', 'jug.t.sol']
3,['vat.t.sol', 'lib.sol', 'flap.sol']
4,['vat.t.sol', 'lib.sol', 'end.sol']
2,['vat.t.sol', 'lib.sol', 'dai.t.sol']
3,['vat.t.sol', 'jug.t.sol', 'flap.sol']
2,['vat.t.sol', 'jug.t.sol', 'end.sol']
2,['vat.t.sol', 'jug.t.sol', 'dai.t.sol']
3,['vat.t.sol', 'flap.sol', 'end.sol']
3,['vat.t.sol', 'flap.sol', 'dai.t.sol']
3,['vat.t.sol', 'end.sol', 'dai.t.sol']
1,['lib.sol', 'jug.t.sol', 'flap.sol']
1,['lib.sol', 'jug.t.sol', 'end.sol']
1,['lib.sol', 'jug.t.sol', 'dai.t.sol']
3,['lib.sol', 'flap.sol', 'end.sol']
4,['lib.sol', 'flap.sol', 'dai.t.sol']
3,['lib.sol', 'end.sol', 'dai.t.sol']
3,['jug.t.sol', 'flap.sol', 'end.sol']
2,['jug.t.sol', 'flap.sol', 'dai.t.sol']
4,['jug.t.sol', 'end.sol', 'dai.t.sol']
4,['flap.sol', 'end.sol', 'dai.t.sol']
