similarity,combination
9,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC20.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
11,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
17,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
11,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
15,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
11,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
11,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'TokenSale.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
14,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
14,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
17,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
19,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
15,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
14,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
13,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'TokenSale.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'TokenSale.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'TokenSale.sol', 'ERC20.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
10,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'TokenSale.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
17,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
15,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
8,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
8,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'TokenSale.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
16,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
15,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
17,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
13,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
12,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
14,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
12,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'TokenSale.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
7,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
8,['Standard223Token.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223Token.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
5,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
16,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'TokenSale.sol']
7,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
5,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
16,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
13,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
4,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
17,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
7,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
5,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
