similarity,combination
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223.sol', 'LinkToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223.sol', 'ERC223Receiver.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223.sol', 'BasicToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'LinkToken.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'LinkToken.sol', 'TokenSale.sol']
6,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'LinkToken.sol', 'ERC20.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
5,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
7,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'TokenSale.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'SmartOracle.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'Standard223TokenReceiverMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'TokenSale.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol']
6,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
6,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'TokenSale.sol']
6,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC20.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'ERC223.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'LinkToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'TokenSale.sol']
5,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'ERC20.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol', 'LinkToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol', 'ERC223Receiver.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol', 'BasicToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'TokenSale.sol']
5,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol', 'TokenSale.sol']
6,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol', 'ERC20.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'TokenSale.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'StandardToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'ERC223.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'LinkToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'BasicToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'StandardToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'ERC223.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'LinkToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicToken.sol']
7,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'ERC20.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
7,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'ERC223.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'BasicToken.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'ERC20.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'LinkToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'BasicToken.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
4,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
6,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
7,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
5,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
1,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Ownable.sol', 'Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
3,['Ownable.sol', 'Standard223TokenExample.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
