similarity,combination
5,['transferFrom.sol', 'frob.sol', 'heal.sol', 'bite.sol']
5,['transferFrom.sol', 'frob.sol', 'drip.t.sol', 'heal.t.sol']
3,['transferFrom.sol', 'frob.sol', 'drip.t.sol', 'flap.sol']
2,['transferFrom.sol', 'frob.sol', 'drip.t.sol', 'drip.sol']
3,['transferFrom.sol', 'frob.sol', 'drip.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'drip.t.sol', 'tune.sol']
3,['transferFrom.sol', 'frob.sol', 'drip.t.sol', 'bite.sol']
7,['transferFrom.sol', 'frob.sol', 'heal.t.sol', 'flap.sol']
5,['transferFrom.sol', 'frob.sol', 'heal.t.sol', 'drip.sol']
5,['transferFrom.sol', 'frob.sol', 'heal.t.sol', 'frob.t.sol']
6,['transferFrom.sol', 'frob.sol', 'heal.t.sol', 'tune.sol']
7,['transferFrom.sol', 'frob.sol', 'heal.t.sol', 'bite.sol']
3,['transferFrom.sol', 'frob.sol', 'flap.sol', 'drip.sol']
5,['transferFrom.sol', 'frob.sol', 'flap.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'flap.sol', 'tune.sol']
5,['transferFrom.sol', 'frob.sol', 'flap.sol', 'bite.sol']
4,['transferFrom.sol', 'frob.sol', 'drip.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'drip.sol', 'tune.sol']
3,['transferFrom.sol', 'frob.sol', 'drip.sol', 'bite.sol']
4,['transferFrom.sol', 'frob.sol', 'frob.t.sol', 'tune.sol']
5,['transferFrom.sol', 'frob.sol', 'frob.t.sol', 'bite.sol']
5,['transferFrom.sol', 'frob.sol', 'tune.sol', 'bite.sol']
6,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol']
5,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol']
5,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'drip.t.sol']
3,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol']
6,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol']
7,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'drip.sol']
2,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'tune.sol']
7,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'bite.sol']
5,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol']
5,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'drip.t.sol']
3,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol']
6,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol']
7,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'drip.sol']
2,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'tune.sol']
7,['transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'bite.sol']
3,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'drip.t.sol']
6,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol']
4,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'flap.sol']
4,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'drip.sol']
7,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'tune.sol']
3,['transferFrom.sol', 'flip.t.sol', 'heal.sol', 'bite.sol']
4,['transferFrom.sol', 'flip.t.sol', 'drip.t.sol', 'heal.t.sol']
3,['transferFrom.sol', 'flip.t.sol', 'drip.t.sol', 'flap.sol']
3,['transferFrom.sol', 'flip.t.sol', 'drip.t.sol', 'drip.sol']
5,['transferFrom.sol', 'flip.t.sol', 'drip.t.sol', 'frob.t.sol']
5,['transferFrom.sol', 'flip.t.sol', 'drip.t.sol', 'tune.sol']
3,['transferFrom.sol', 'flip.t.sol', 'drip.t.sol', 'bite.sol']
5,['transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol']
4,['transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'drip.sol']
2,['transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'tune.sol']
6,['transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'bite.sol']
6,['transferFrom.sol', 'flip.t.sol', 'flap.sol', 'drip.sol']
4,['transferFrom.sol', 'flip.t.sol', 'flap.sol', 'frob.t.sol']
4,['transferFrom.sol', 'flip.t.sol', 'flap.sol', 'tune.sol']
3,['transferFrom.sol', 'flip.t.sol', 'flap.sol', 'bite.sol']
6,['transferFrom.sol', 'flip.t.sol', 'drip.sol', 'frob.t.sol']
4,['transferFrom.sol', 'flip.t.sol', 'drip.sol', 'tune.sol']
4,['transferFrom.sol', 'flip.t.sol', 'drip.sol', 'bite.sol']
5,['transferFrom.sol', 'flip.t.sol', 'frob.t.sol', 'tune.sol']
6,['transferFrom.sol', 'flip.t.sol', 'frob.t.sol', 'bite.sol']
7,['transferFrom.sol', 'flip.t.sol', 'tune.sol', 'bite.sol']
5,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
5,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol']
4,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
7,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
6,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'drip.sol']
3,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
6,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'tune.sol']
5,['transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
7,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol']
7,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol']
4,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'flap.sol']
5,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'drip.sol']
5,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol']
2,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'tune.sol']
5,['transferFrom.sol', 'flop.t.sol', 'heal.sol', 'bite.sol']
6,['transferFrom.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol']
6,['transferFrom.sol', 'flop.t.sol', 'drip.t.sol', 'flap.sol']
4,['transferFrom.sol', 'flop.t.sol', 'drip.t.sol', 'drip.sol']
3,['transferFrom.sol', 'flop.t.sol', 'drip.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flop.t.sol', 'drip.t.sol', 'tune.sol']
3,['transferFrom.sol', 'flop.t.sol', 'drip.t.sol', 'bite.sol']
7,['transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol']
6,['transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'drip.sol']
3,['transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol']
7,['transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'tune.sol']
8,['transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'bite.sol']
5,['transferFrom.sol', 'flop.t.sol', 'flap.sol', 'drip.sol']
4,['transferFrom.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flop.t.sol', 'flap.sol', 'tune.sol']
5,['transferFrom.sol', 'flop.t.sol', 'flap.sol', 'bite.sol']
4,['transferFrom.sol', 'flop.t.sol', 'drip.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flop.t.sol', 'drip.sol', 'tune.sol']
5,['transferFrom.sol', 'flop.t.sol', 'drip.sol', 'bite.sol']
4,['transferFrom.sol', 'flop.t.sol', 'frob.t.sol', 'tune.sol']
5,['transferFrom.sol', 'flop.t.sol', 'frob.t.sol', 'bite.sol']
2,['transferFrom.sol', 'flop.t.sol', 'tune.sol', 'bite.sol']
6,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol']
7,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
5,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
5,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'drip.sol']
5,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'tune.sol']
5,['transferFrom.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
6,['transferFrom.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol']
6,['transferFrom.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol']
4,['transferFrom.sol', 'flap.t.sol', 'drip.t.sol', 'drip.sol']
3,['transferFrom.sol', 'flap.t.sol', 'drip.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flap.t.sol', 'drip.t.sol', 'tune.sol']
3,['transferFrom.sol', 'flap.t.sol', 'drip.t.sol', 'bite.sol']
7,['transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
6,['transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'drip.sol']
3,['transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
8,['transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'tune.sol']
8,['transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
7,['transferFrom.sol', 'flap.t.sol', 'flap.sol', 'drip.sol']
4,['transferFrom.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flap.t.sol', 'flap.sol', 'tune.sol']
5,['transferFrom.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
3,['transferFrom.sol', 'flap.t.sol', 'drip.sol', 'frob.t.sol']
3,['transferFrom.sol', 'flap.t.sol', 'drip.sol', 'tune.sol']
5,['transferFrom.sol', 'flap.t.sol', 'drip.sol', 'bite.sol']
4,['transferFrom.sol', 'flap.t.sol', 'frob.t.sol', 'tune.sol']
5,['transferFrom.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'flap.t.sol', 'tune.sol', 'bite.sol']
6,['transferFrom.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol']
3,['transferFrom.sol', 'heal.sol', 'drip.t.sol', 'flap.sol']
3,['transferFrom.sol', 'heal.sol', 'drip.t.sol', 'drip.sol']
4,['transferFrom.sol', 'heal.sol', 'drip.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'heal.sol', 'drip.t.sol', 'tune.sol']
3,['transferFrom.sol', 'heal.sol', 'drip.t.sol', 'bite.sol']
7,['transferFrom.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
5,['transferFrom.sol', 'heal.sol', 'heal.t.sol', 'drip.sol']
7,['transferFrom.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
6,['transferFrom.sol', 'heal.sol', 'heal.t.sol', 'tune.sol']
5,['transferFrom.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['transferFrom.sol', 'heal.sol', 'flap.sol', 'drip.sol']
5,['transferFrom.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
2,['transferFrom.sol', 'heal.sol', 'flap.sol', 'tune.sol']
2,['transferFrom.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['transferFrom.sol', 'heal.sol', 'drip.sol', 'frob.t.sol']
3,['transferFrom.sol', 'heal.sol', 'drip.sol', 'tune.sol']
3,['transferFrom.sol', 'heal.sol', 'drip.sol', 'bite.sol']
5,['transferFrom.sol', 'heal.sol', 'frob.t.sol', 'tune.sol']
5,['transferFrom.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
2,['transferFrom.sol', 'heal.sol', 'tune.sol', 'bite.sol']
5,['transferFrom.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol']
7,['transferFrom.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol']
5,['transferFrom.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['transferFrom.sol', 'drip.t.sol', 'heal.t.sol', 'tune.sol']
3,['transferFrom.sol', 'drip.t.sol', 'heal.t.sol', 'bite.sol']
3,['transferFrom.sol', 'drip.t.sol', 'flap.sol', 'drip.sol']
3,['transferFrom.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol']
3,['transferFrom.sol', 'drip.t.sol', 'flap.sol', 'tune.sol']
3,['transferFrom.sol', 'drip.t.sol', 'flap.sol', 'bite.sol']
3,['transferFrom.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol']
3,['transferFrom.sol', 'drip.t.sol', 'drip.sol', 'tune.sol']
3,['transferFrom.sol', 'drip.t.sol', 'drip.sol', 'bite.sol']
4,['transferFrom.sol', 'drip.t.sol', 'frob.t.sol', 'tune.sol']
3,['transferFrom.sol', 'drip.t.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'drip.t.sol', 'tune.sol', 'bite.sol']
5,['transferFrom.sol', 'heal.t.sol', 'flap.sol', 'drip.sol']
4,['transferFrom.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
6,['transferFrom.sol', 'heal.t.sol', 'flap.sol', 'tune.sol']
7,['transferFrom.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
6,['transferFrom.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol']
4,['transferFrom.sol', 'heal.t.sol', 'drip.sol', 'tune.sol']
5,['transferFrom.sol', 'heal.t.sol', 'drip.sol', 'bite.sol']
5,['transferFrom.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol']
6,['transferFrom.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
8,['transferFrom.sol', 'heal.t.sol', 'tune.sol', 'bite.sol']
4,['transferFrom.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
4,['transferFrom.sol', 'flap.sol', 'drip.sol', 'tune.sol']
3,['transferFrom.sol', 'flap.sol', 'drip.sol', 'bite.sol']
4,['transferFrom.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
4,['transferFrom.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
5,['transferFrom.sol', 'flap.sol', 'tune.sol', 'bite.sol']
4,['transferFrom.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
4,['transferFrom.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'drip.sol', 'tune.sol', 'bite.sol']
4,['transferFrom.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
4,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol']
5,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol']
7,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'drip.t.sol']
4,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol']
6,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol']
6,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'drip.sol']
3,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'frob.t.sol']
3,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'tune.sol']
7,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'bite.sol']
5,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol']
7,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'drip.t.sol']
4,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol']
5,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol']
6,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'drip.sol']
3,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'frob.t.sol']
3,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'tune.sol']
7,['frob.sol', 'flip.t.sol', 'flap.t.sol', 'bite.sol']
3,['frob.sol', 'flip.t.sol', 'heal.sol', 'drip.t.sol']
5,['frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol']
3,['frob.sol', 'flip.t.sol', 'heal.sol', 'flap.sol']
3,['frob.sol', 'flip.t.sol', 'heal.sol', 'drip.sol']
6,['frob.sol', 'flip.t.sol', 'heal.sol', 'frob.t.sol']
3,['frob.sol', 'flip.t.sol', 'heal.sol', 'tune.sol']
3,['frob.sol', 'flip.t.sol', 'heal.sol', 'bite.sol']
4,['frob.sol', 'flip.t.sol', 'drip.t.sol', 'heal.t.sol']
3,['frob.sol', 'flip.t.sol', 'drip.t.sol', 'flap.sol']
3,['frob.sol', 'flip.t.sol', 'drip.t.sol', 'drip.sol']
5,['frob.sol', 'flip.t.sol', 'drip.t.sol', 'frob.t.sol']
6,['frob.sol', 'flip.t.sol', 'drip.t.sol', 'tune.sol']
3,['frob.sol', 'flip.t.sol', 'drip.t.sol', 'bite.sol']
5,['frob.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol']
4,['frob.sol', 'flip.t.sol', 'heal.t.sol', 'drip.sol']
3,['frob.sol', 'flip.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['frob.sol', 'flip.t.sol', 'heal.t.sol', 'tune.sol']
5,['frob.sol', 'flip.t.sol', 'heal.t.sol', 'bite.sol']
4,['frob.sol', 'flip.t.sol', 'flap.sol', 'drip.sol']
5,['frob.sol', 'flip.t.sol', 'flap.sol', 'frob.t.sol']
4,['frob.sol', 'flip.t.sol', 'flap.sol', 'tune.sol']
3,['frob.sol', 'flip.t.sol', 'flap.sol', 'bite.sol']
5,['frob.sol', 'flip.t.sol', 'drip.sol', 'frob.t.sol']
4,['frob.sol', 'flip.t.sol', 'drip.sol', 'tune.sol']
3,['frob.sol', 'flip.t.sol', 'drip.sol', 'bite.sol']
4,['frob.sol', 'flip.t.sol', 'frob.t.sol', 'tune.sol']
7,['frob.sol', 'flip.t.sol', 'frob.t.sol', 'bite.sol']
5,['frob.sol', 'flip.t.sol', 'tune.sol', 'bite.sol']
4,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
5,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol']
5,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
6,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
5,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'drip.sol']
5,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
6,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'tune.sol']
5,['frob.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
3,['frob.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol']
7,['frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol']
4,['frob.sol', 'flop.t.sol', 'heal.sol', 'flap.sol']
4,['frob.sol', 'flop.t.sol', 'heal.sol', 'drip.sol']
5,['frob.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol']
3,['frob.sol', 'flop.t.sol', 'heal.sol', 'tune.sol']
3,['frob.sol', 'flop.t.sol', 'heal.sol', 'bite.sol']
6,['frob.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol']
4,['frob.sol', 'flop.t.sol', 'drip.t.sol', 'flap.sol']
3,['frob.sol', 'flop.t.sol', 'drip.t.sol', 'drip.sol']
3,['frob.sol', 'flop.t.sol', 'drip.t.sol', 'frob.t.sol']
3,['frob.sol', 'flop.t.sol', 'drip.t.sol', 'tune.sol']
4,['frob.sol', 'flop.t.sol', 'drip.t.sol', 'bite.sol']
6,['frob.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol']
6,['frob.sol', 'flop.t.sol', 'heal.t.sol', 'drip.sol']
4,['frob.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['frob.sol', 'flop.t.sol', 'heal.t.sol', 'tune.sol']
8,['frob.sol', 'flop.t.sol', 'heal.t.sol', 'bite.sol']
5,['frob.sol', 'flop.t.sol', 'flap.sol', 'drip.sol']
4,['frob.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol']
3,['frob.sol', 'flop.t.sol', 'flap.sol', 'tune.sol']
4,['frob.sol', 'flop.t.sol', 'flap.sol', 'bite.sol']
4,['frob.sol', 'flop.t.sol', 'drip.sol', 'frob.t.sol']
3,['frob.sol', 'flop.t.sol', 'drip.sol', 'tune.sol']
3,['frob.sol', 'flop.t.sol', 'drip.sol', 'bite.sol']
7,['frob.sol', 'flop.t.sol', 'frob.t.sol', 'tune.sol']
5,['frob.sol', 'flop.t.sol', 'frob.t.sol', 'bite.sol']
2,['frob.sol', 'flop.t.sol', 'tune.sol', 'bite.sol']
3,['frob.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol']
6,['frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
4,['frob.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
4,['frob.sol', 'flap.t.sol', 'heal.sol', 'drip.sol']
5,['frob.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
2,['frob.sol', 'flap.t.sol', 'heal.sol', 'tune.sol']
3,['frob.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
6,['frob.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol']
3,['frob.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol']
3,['frob.sol', 'flap.t.sol', 'drip.t.sol', 'drip.sol']
3,['frob.sol', 'flap.t.sol', 'drip.t.sol', 'frob.t.sol']
2,['frob.sol', 'flap.t.sol', 'drip.t.sol', 'tune.sol']
3,['frob.sol', 'flap.t.sol', 'drip.t.sol', 'bite.sol']
6,['frob.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
5,['frob.sol', 'flap.t.sol', 'heal.t.sol', 'drip.sol']
4,['frob.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['frob.sol', 'flap.t.sol', 'heal.t.sol', 'tune.sol']
8,['frob.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
5,['frob.sol', 'flap.t.sol', 'flap.sol', 'drip.sol']
4,['frob.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
3,['frob.sol', 'flap.t.sol', 'flap.sol', 'tune.sol']
4,['frob.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
4,['frob.sol', 'flap.t.sol', 'drip.sol', 'frob.t.sol']
3,['frob.sol', 'flap.t.sol', 'drip.sol', 'tune.sol']
3,['frob.sol', 'flap.t.sol', 'drip.sol', 'bite.sol']
7,['frob.sol', 'flap.t.sol', 'frob.t.sol', 'tune.sol']
4,['frob.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
3,['frob.sol', 'flap.t.sol', 'tune.sol', 'bite.sol']
6,['frob.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol']
2,['frob.sol', 'heal.sol', 'drip.t.sol', 'flap.sol']
3,['frob.sol', 'heal.sol', 'drip.t.sol', 'drip.sol']
4,['frob.sol', 'heal.sol', 'drip.t.sol', 'frob.t.sol']
2,['frob.sol', 'heal.sol', 'drip.t.sol', 'tune.sol']
3,['frob.sol', 'heal.sol', 'drip.t.sol', 'bite.sol']
6,['frob.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
5,['frob.sol', 'heal.sol', 'heal.t.sol', 'drip.sol']
7,['frob.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
5,['frob.sol', 'heal.sol', 'heal.t.sol', 'tune.sol']
6,['frob.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
2,['frob.sol', 'heal.sol', 'flap.sol', 'drip.sol']
4,['frob.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
2,['frob.sol', 'heal.sol', 'flap.sol', 'tune.sol']
2,['frob.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['frob.sol', 'heal.sol', 'drip.sol', 'frob.t.sol']
2,['frob.sol', 'heal.sol', 'drip.sol', 'tune.sol']
3,['frob.sol', 'heal.sol', 'drip.sol', 'bite.sol']
4,['frob.sol', 'heal.sol', 'frob.t.sol', 'tune.sol']
4,['frob.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
2,['frob.sol', 'heal.sol', 'tune.sol', 'bite.sol']
5,['frob.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol']
4,['frob.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol']
5,['frob.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol']
8,['frob.sol', 'drip.t.sol', 'heal.t.sol', 'tune.sol']
3,['frob.sol', 'drip.t.sol', 'heal.t.sol', 'bite.sol']
3,['frob.sol', 'drip.t.sol', 'flap.sol', 'drip.sol']
3,['frob.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol']
3,['frob.sol', 'drip.t.sol', 'flap.sol', 'tune.sol']
3,['frob.sol', 'drip.t.sol', 'flap.sol', 'bite.sol']
3,['frob.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol']
3,['frob.sol', 'drip.t.sol', 'drip.sol', 'tune.sol']
3,['frob.sol', 'drip.t.sol', 'drip.sol', 'bite.sol']
2,['frob.sol', 'drip.t.sol', 'frob.t.sol', 'tune.sol']
3,['frob.sol', 'drip.t.sol', 'frob.t.sol', 'bite.sol']
3,['frob.sol', 'drip.t.sol', 'tune.sol', 'bite.sol']
5,['frob.sol', 'heal.t.sol', 'flap.sol', 'drip.sol']
5,['frob.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
5,['frob.sol', 'heal.t.sol', 'flap.sol', 'tune.sol']
6,['frob.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
6,['frob.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol']
4,['frob.sol', 'heal.t.sol', 'drip.sol', 'tune.sol']
4,['frob.sol', 'heal.t.sol', 'drip.sol', 'bite.sol']
4,['frob.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol']
7,['frob.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
7,['frob.sol', 'heal.t.sol', 'tune.sol', 'bite.sol']
4,['frob.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
3,['frob.sol', 'flap.sol', 'drip.sol', 'tune.sol']
3,['frob.sol', 'flap.sol', 'drip.sol', 'bite.sol']
4,['frob.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
4,['frob.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['frob.sol', 'flap.sol', 'tune.sol', 'bite.sol']
4,['frob.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
4,['frob.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
3,['frob.sol', 'drip.sol', 'tune.sol', 'bite.sol']
3,['frob.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
4,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
5,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol']
3,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
4,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
5,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'drip.sol']
2,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
4,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'tune.sol']
4,['flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
