similarity,combination
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
17,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
26,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
15,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
17,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
22,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
22,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
15,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
17,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
17,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
23,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
15,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
20,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
15,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
15,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
23,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
20,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
19,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
17,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
21,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
18,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
23,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
