similarity,combination
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
17,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
23,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
15,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
21,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
15,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
20,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
14,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
23,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
20,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
17,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
16,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
21,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
21,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
23,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
8,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
17,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
16,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
22,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
22,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
16,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
16,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
20,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
17,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
23,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
15,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
21,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
15,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
20,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
14,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
23,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
20,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
19,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
17,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
16,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
21,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
21,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
23,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
