similarity,combination
1,['Standard223Token.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223Token.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
7,['Standard223Token.sol', 'LinkToken.sol', 'BasicToken.sol']
1,['Standard223Token.sol', 'LinkToken.sol', 'TokenSale.sol']
7,['Standard223Token.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Token.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
1,['Standard223Token.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223Token.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'TokenSale.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Token.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol']
5,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol']
3,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol']
2,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol']
3,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'TokenSale.sol']
3,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'Standard223TokenReceiverTest.sol', 'Standard223TokenReceiverMock.sol']
1,['LinkReceiver.sol', 'Standard223Receiver.sol', 'SmartOracle.sol']
4,['LinkReceiver.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol']
1,['LinkReceiver.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol']
1,['LinkReceiver.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol']
3,['LinkReceiver.sol', 'Standard223Receiver.sol', 'StandardToken.sol']
2,['LinkReceiver.sol', 'Standard223Receiver.sol', 'ERC223.sol']
4,['LinkReceiver.sol', 'Standard223Receiver.sol', 'LinkToken.sol']
2,['LinkReceiver.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol']
6,['LinkReceiver.sol', 'Standard223Receiver.sol', 'BasicToken.sol']
1,['LinkReceiver.sol', 'Standard223Receiver.sol', 'TokenSale.sol']
2,['LinkReceiver.sol', 'Standard223Receiver.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'Standard223Receiver.sol', 'Standard223TokenReceiverMock.sol']
6,['LinkReceiver.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['LinkReceiver.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['LinkReceiver.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
3,['LinkReceiver.sol', 'SmartOracle.sol', 'StandardToken.sol']
2,['LinkReceiver.sol', 'SmartOracle.sol', 'ERC223.sol']
1,['LinkReceiver.sol', 'SmartOracle.sol', 'LinkToken.sol']
2,['LinkReceiver.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
5,['LinkReceiver.sol', 'SmartOracle.sol', 'BasicToken.sol']
2,['LinkReceiver.sol', 'SmartOracle.sol', 'TokenSale.sol']
6,['LinkReceiver.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
11,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'TokenSale.sol']
4,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
3,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
2,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC223.sol']
2,['LinkReceiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
2,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
5,['LinkReceiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
3,['LinkReceiver.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
4,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
2,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC223.sol']
2,['LinkReceiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
2,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
5,['LinkReceiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
3,['LinkReceiver.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
4,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['LinkReceiver.sol', 'StandardToken.sol', 'ERC223.sol']
3,['LinkReceiver.sol', 'StandardToken.sol', 'LinkToken.sol']
3,['LinkReceiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
11,['LinkReceiver.sol', 'StandardToken.sol', 'BasicToken.sol']
3,['LinkReceiver.sol', 'StandardToken.sol', 'TokenSale.sol']
9,['LinkReceiver.sol', 'StandardToken.sol', 'ERC20.sol']
3,['LinkReceiver.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
2,['LinkReceiver.sol', 'ERC223.sol', 'LinkToken.sol']
1,['LinkReceiver.sol', 'ERC223.sol', 'ERC223Receiver.sol']
2,['LinkReceiver.sol', 'ERC223.sol', 'BasicToken.sol']
1,['LinkReceiver.sol', 'ERC223.sol', 'TokenSale.sol']
2,['LinkReceiver.sol', 'ERC223.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['LinkReceiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
5,['LinkReceiver.sol', 'LinkToken.sol', 'BasicToken.sol']
1,['LinkReceiver.sol', 'LinkToken.sol', 'TokenSale.sol']
4,['LinkReceiver.sol', 'LinkToken.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['LinkReceiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
1,['LinkReceiver.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['LinkReceiver.sol', 'ERC223Receiver.sol', 'ERC20.sol']
2,['LinkReceiver.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
4,['LinkReceiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['LinkReceiver.sol', 'BasicToken.sol', 'ERC20.sol']
2,['LinkReceiver.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
4,['LinkReceiver.sol', 'TokenSale.sol', 'ERC20.sol']
1,['LinkReceiver.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
3,['LinkReceiver.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'SmartOracle.sol']
6,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol']
2,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol']
2,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol']
2,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicToken.sol']
2,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol']
2,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol']
1,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol']
2,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
4,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
5,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol']
6,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol']
5,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol']
5,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
6,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicToken.sol']
5,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'TokenSale.sol']
5,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC20.sol']
5,['Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol']
1,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol']
1,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'ERC223.sol']
6,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'LinkToken.sol']
3,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'BasicToken.sol']
3,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'TokenSale.sol']
4,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'ERC20.sol']
5,['Standard223TokenReceiverTest.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverTest.sol', 'ERC223.sol', 'LinkToken.sol']
2,['Standard223TokenReceiverTest.sol', 'ERC223.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'ERC223.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverTest.sol', 'ERC223.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverTest.sol', 'ERC223.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
4,['Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223TokenReceiverTest.sol', 'BasicToken.sol', 'TokenSale.sol']
5,['Standard223TokenReceiverTest.sol', 'BasicToken.sol', 'ERC20.sol']
3,['Standard223TokenReceiverTest.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223TokenReceiverTest.sol', 'TokenSale.sol', 'ERC20.sol']
1,['Standard223TokenReceiverTest.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenReceiverTest.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Receiver.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['Standard223Receiver.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['Standard223Receiver.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
3,['Standard223Receiver.sol', 'SmartOracle.sol', 'StandardToken.sol']
2,['Standard223Receiver.sol', 'SmartOracle.sol', 'ERC223.sol']
3,['Standard223Receiver.sol', 'SmartOracle.sol', 'LinkToken.sol']
1,['Standard223Receiver.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
3,['Standard223Receiver.sol', 'SmartOracle.sol', 'BasicToken.sol']
2,['Standard223Receiver.sol', 'SmartOracle.sol', 'TokenSale.sol']
2,['Standard223Receiver.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Standard223Receiver.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
5,['Standard223Receiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
11,['Standard223Receiver.sol', 'ERC20Basic.sol', 'StandardToken.sol']
6,['Standard223Receiver.sol', 'ERC20Basic.sol', 'ERC223.sol']
11,['Standard223Receiver.sol', 'ERC20Basic.sol', 'LinkToken.sol']
5,['Standard223Receiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
7,['Standard223Receiver.sol', 'ERC20Basic.sol', 'BasicToken.sol']
6,['Standard223Receiver.sol', 'ERC20Basic.sol', 'TokenSale.sol']
5,['Standard223Receiver.sol', 'ERC20Basic.sol', 'ERC20.sol']
4,['Standard223Receiver.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
4,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol']
3,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
6,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
2,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
5,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Standard223Receiver.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol']
3,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
6,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
2,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
6,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Standard223Receiver.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Receiver.sol', 'StandardToken.sol', 'ERC223.sol']
9,['Standard223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol']
5,['Standard223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
9,['Standard223Receiver.sol', 'StandardToken.sol', 'BasicToken.sol']
5,['Standard223Receiver.sol', 'StandardToken.sol', 'TokenSale.sol']
3,['Standard223Receiver.sol', 'StandardToken.sol', 'ERC20.sol']
4,['Standard223Receiver.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Receiver.sol', 'ERC223.sol', 'LinkToken.sol']
1,['Standard223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol']
3,['Standard223Receiver.sol', 'ERC223.sol', 'BasicToken.sol']
2,['Standard223Receiver.sol', 'ERC223.sol', 'TokenSale.sol']
2,['Standard223Receiver.sol', 'ERC223.sol', 'ERC20.sol']
1,['Standard223Receiver.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
7,['Standard223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
2,['Standard223Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
7,['Standard223Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
3,['Standard223Receiver.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Standard223Receiver.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
2,['Standard223Receiver.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223Receiver.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['Standard223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Standard223Receiver.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
2,['Standard223Receiver.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Receiver.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
7,['SmartOracle.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
6,['SmartOracle.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
10,['SmartOracle.sol', 'ERC20Basic.sol', 'StandardToken.sol']
7,['SmartOracle.sol', 'ERC20Basic.sol', 'ERC223.sol']
5,['SmartOracle.sol', 'ERC20Basic.sol', 'LinkToken.sol']
5,['SmartOracle.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
2,['SmartOracle.sol', 'ERC20Basic.sol', 'BasicToken.sol']
6,['SmartOracle.sol', 'ERC20Basic.sol', 'TokenSale.sol']
5,['SmartOracle.sol', 'ERC20Basic.sol', 'ERC20.sol']
3,['SmartOracle.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['SmartOracle.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
5,['SmartOracle.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['SmartOracle.sol', 'BasicTokenMock.sol', 'ERC223.sol']
1,['SmartOracle.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['SmartOracle.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
7,['SmartOracle.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
2,['SmartOracle.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
6,['SmartOracle.sol', 'BasicTokenMock.sol', 'ERC20.sol']
2,['SmartOracle.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
5,['SmartOracle.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['SmartOracle.sol', 'StandardTokenMock.sol', 'ERC223.sol']
1,['SmartOracle.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['SmartOracle.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
7,['SmartOracle.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
2,['SmartOracle.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
4,['SmartOracle.sol', 'StandardTokenMock.sol', 'ERC20.sol']
2,['SmartOracle.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
4,['SmartOracle.sol', 'StandardToken.sol', 'ERC223.sol']
7,['SmartOracle.sol', 'StandardToken.sol', 'LinkToken.sol']
3,['SmartOracle.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
10,['SmartOracle.sol', 'StandardToken.sol', 'BasicToken.sol']
6,['SmartOracle.sol', 'StandardToken.sol', 'TokenSale.sol']
4,['SmartOracle.sol', 'StandardToken.sol', 'ERC20.sol']
2,['SmartOracle.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
2,['SmartOracle.sol', 'ERC223.sol', 'LinkToken.sol']
1,['SmartOracle.sol', 'ERC223.sol', 'ERC223Receiver.sol']
2,['SmartOracle.sol', 'ERC223.sol', 'BasicToken.sol']
2,['SmartOracle.sol', 'ERC223.sol', 'TokenSale.sol']
3,['SmartOracle.sol', 'ERC223.sol', 'ERC20.sol']
1,['SmartOracle.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['SmartOracle.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
5,['SmartOracle.sol', 'LinkToken.sol', 'BasicToken.sol']
3,['SmartOracle.sol', 'LinkToken.sol', 'TokenSale.sol']
5,['SmartOracle.sol', 'LinkToken.sol', 'ERC20.sol']
1,['SmartOracle.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['SmartOracle.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['SmartOracle.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
5,['SmartOracle.sol', 'ERC223Receiver.sol', 'ERC20.sol']
0,['SmartOracle.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
6,['SmartOracle.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['SmartOracle.sol', 'BasicToken.sol', 'ERC20.sol']
2,['SmartOracle.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
5,['SmartOracle.sol', 'TokenSale.sol', 'ERC20.sol']
1,['SmartOracle.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
3,['SmartOracle.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
8,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
13,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
7,['ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol']
6,['ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
6,['ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
7,['ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
8,['ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
5,['ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC20.sol']
5,['ERC20Basic.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
11,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
7,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
7,['ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC20.sol']
5,['ERC20Basic.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol']
11,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol']
3,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
4,['ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol']
10,['ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol']
8,['ERC20Basic.sol', 'StandardToken.sol', 'ERC20.sol']
3,['ERC20Basic.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
6,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol']
6,['ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol']
4,['ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol']
9,['ERC20Basic.sol', 'ERC223.sol', 'TokenSale.sol']
8,['ERC20Basic.sol', 'ERC223.sol', 'ERC20.sol']
