token,similarity,timestamp
,8,2017-07-29 20:35:29
,8,2017-07-29 20:51:29
,8,2017-08-05 13:07:28
,8,2017-08-12 16:21:50
,8,2017-08-24 21:10:37
,8,2017-08-29 09:46:32
,8,2017-09-03 18:38:26
,8,2017-09-11 11:39:37
,8,2017-09-13 11:53:26
,8,2017-09-13 11:58:32
,8,2017-09-14 13:41:06
,8,2017-09-20 23:49:38
,8,2017-10-01 21:11:56
,8,2017-10-02 19:10:04
,8,2017-10-03 20:09:18
,8,2017-10-13 00:46:31
,8,2017-10-14 17:16:58
,8,2017-10-15 12:39:58
EthLend, ,  
,13,2020-03-16 19:08:20
,13,2020-04-09 10:44:41
OKB, ,  
,7,2017-09-24 18:00:44
,7,2017-09-25 03:42:33
,7,2017-10-01 16:49:47
,7,2017-10-01 17:00:49
,7,2017-10-01 17:20:38
,7,2017-10-01 17:42:06
,7,2017-10-01 17:45:45
,7,2017-10-01 18:07:51
,7,2017-10-03 19:47:10
,94,2017-10-17 08:51:53
,94,2017-10-17 08:52:55
,94,2017-10-17 17:25:33
,94,2017-10-17 17:38:59
,94,2017-10-17 17:41:57
,94,2017-10-25 09:08:26
,94,2017-10-26 18:18:13
,94,2017-10-26 18:18:25
,94,2017-11-06 15:37:39
,94,2017-11-06 16:02:25
,94,2017-11-06 16:08:41
,94,2017-11-06 16:34:01
,94,2017-11-06 16:34:58
,94,2017-11-06 16:36:49
,94,2017-11-08 17:49:07
,94,2017-11-08 18:57:23
,94,2017-11-08 19:16:01
,94,2017-11-12 17:10:36
,94,2017-11-12 19:46:41
,94,2017-11-12 19:48:18
,94,2017-11-13 07:23:17
,94,2017-11-14 18:10:16
,94,2017-11-15 11:56:17
,94,2017-11-15 11:56:20
,94,2017-11-15 12:03:10
,94,2017-11-15 14:38:43
,94,2017-11-16 11:46:00
,94,2017-11-16 11:46:25
,94,2017-11-17 14:38:48
,94,2017-11-24 10:03:24
,94,2017-11-24 10:03:46
,94,2017-11-24 16:49:20
,94,2017-11-24 16:49:28
,94,2017-11-26 20:01:44
,94,2017-11-27 07:43:45
,94,2017-11-27 10:21:50
,94,2017-12-07 18:33:45
,94,2017-12-07 18:39:46
,94,2017-12-20 03:09:44
,94,2017-12-20 03:10:20
,94,2017-12-28 12:24:03
,94,2018-01-04 18:23:58
,94,2018-01-12 10:33:59
,94,2018-01-12 15:54:40
,94,2018-01-16 11:54:11
,94,2018-01-18 14:42:51
,94,2018-01-18 16:34:48
,94,2018-01-19 10:28:55
,94,2018-01-19 12:11:56
,94,2018-01-19 12:14:53
,94,2018-01-19 16:51:54
,94,2018-01-19 17:05:29
,94,2018-01-19 17:08:51
,94,2018-01-19 17:41:38
,94,2018-01-19 17:57:26
,94,2018-01-19 18:01:51
,94,2018-01-19 20:26:29
,94,2018-01-20 01:09:40
,94,2018-01-21 10:16:04
,94,2018-01-22 00:37:44
,94,2018-01-26 07:31:11
,94,2018-03-01 11:46:47
,94,2018-03-01 20:41:31
,94,2018-03-01 20:46:44
,94,2018-03-01 20:52:13
,94,2018-03-06 19:18:18
,94,2018-03-08 19:19:02
,94,2018-03-09 12:08:13
,94,2018-03-09 13:51:27
,94,2018-03-18 17:44:51
,94,2018-03-18 18:44:55
,94,2018-03-18 18:45:14
,94,2018-03-18 18:45:32
,94,2018-03-18 19:18:11
,94,2018-03-18 19:52:09
,94,2018-03-20 11:36:37
,94,2018-05-01 18:36:19
,94,2018-05-01 18:43:53
,94,2018-05-09 07:31:19
,94,2018-06-15 17:49:11
,94,2018-06-17 15:06:01
,94,2018-06-17 15:34:07
,94,2018-07-31 11:45:18
,94,2018-08-01 16:39:54
,94,2018-08-02 14:56:50
,94,2018-08-02 14:57:05
,94,2018-08-08 18:15:35
,94,2018-08-09 15:22:26
,94,2018-08-21 22:32:56
,94,2018-08-22 10:30:15
,94,2018-08-22 11:51:01
,94,2018-08-22 12:41:16
,94,2018-08-22 13:05:20
,94,2018-08-22 16:57:36
,94,2018-08-23 14:41:13
,94,2018-08-23 16:07:45
,94,2018-08-26 20:10:53
,94,2018-08-26 20:11:08
,94,2018-08-26 20:30:36
,94,2018-08-26 20:35:18
,94,2018-08-26 20:49:06
,94,2018-08-28 10:31:30
,94,2018-08-28 10:32:32
,94,2018-08-28 16:18:22
,94,2018-08-28 17:38:50
,94,2018-08-28 17:46:23
,94,2018-08-29 11:27:38
,94,2018-08-29 16:08:16
,94,2018-08-30 07:55:07
,94,2018-09-13 13:52:28
,94,2018-09-18 10:51:06
,94,2018-09-18 10:51:55
,94,2018-09-18 11:03:51
,94,2018-09-19 11:44:46
,94,2018-09-20 13:10:30
,94,2018-09-26 14:46:19
,94,2018-10-05 11:36:32
,94,2018-10-08 13:40:23
,94,2018-10-08 13:55:13
,94,2018-10-09 15:37:02
,94,2018-10-09 17:30:32
,94,2018-10-10 17:15:16
,94,2018-10-17 17:05:20
,94,2018-10-31 17:15:53
,94,2018-11-09 13:46:25
,94,2018-11-12 18:09:53
,94,2018-11-14 14:21:39
,94,2019-01-02 18:00:02
,94,2019-01-22 13:41:02
,94,2019-01-22 17:43:29
,94,2019-01-25 17:23:56
,94,2019-01-28 14:25:30
,94,2019-02-25 09:18:41
,94,2019-02-25 11:52:17
,94,2019-02-26 10:30:52
,94,2019-02-26 10:36:13
,94,2019-02-26 10:45:45
,94,2019-03-06 17:39:35
,94,2019-03-06 17:39:58
,94,2019-03-26 13:24:36
,94,2019-04-09 14:49:36
,94,2019-04-16 12:13:26
,94,2019-04-23 09:54:50
,94,2019-04-23 12:52:34
,94,2019-08-06 09:51:41
,94,2019-08-09 11:22:27
,94,2020-07-17 10:25:37
,94,2020-07-17 13:51:24
Decentraland, ,  
